"a-1_number_of_villages,_towns,_households,_population_and_area",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,source_dataset
State  Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",Number of villages,,Number of towns,Number of households,Population,,,"Area
 (In sq. km)",Population per sq. km.,census
,,,,,,Inhabited,Uninhabited,,,Persons,Males,Females,,,census
20,368,02739,SUB-DISTRICT,Chaibasa,Urban,0,0,1,13751,69565,36273,33292,9.2,7561.413043478262,census
20,368,02740,SUB-DISTRICT,Tantnagar,Total,76,0,0,12374,63910,31480,32430,204.0768536063588,313.1663335190142,census
20,368,02740,SUB-DISTRICT,Tantnagar,Rural,76,0,0,12374,63910,31480,32430,204.0768536063588,313.1663335190142,census
20,368,02740,SUB-DISTRICT,Tantnagar,Urban,0,0,0,0,0,0,0,0,0,census
20,368,02741,SUB-DISTRICT,Manjhari,Total,64,0,0,13574,68450,33634,34816,319.7339031900165,214.08427231853625,census
20,368,02741,SUB-DISTRICT,Manjhari,Rural,64,0,0,13574,68450,33634,34816,319.7339031900165,214.08427231853625,census
20,368,02741,SUB-DISTRICT,Manjhari,Urban,0,0,0,0,0,0,0,0,0,census
20,368,02742,SUB-DISTRICT,Jhinkpani,Total,27,0,1,10910,53792,26320,27472,124.10962979205213,433.4232572454647,census
20,368,02742,SUB-DISTRICT,Jhinkpani,Rural,27,0,0,8058,40724,19858,20866,107.00962979205212,380.563880831449,census
20,368,02742,SUB-DISTRICT,Jhinkpani,Urban,0,0,1,2852,13068,6462,6606,17.1,764.2105263157894,census
20,368,02743,SUB-DISTRICT,Jagannathpur,Total,83,4,2,20187,99169,49260,49909,312.0808913797134,317.76697240761087,census
20,368,02743,SUB-DISTRICT,Jagannathpur,Rural,83,4,0,17683,87253,43160,44093,302.1108913797134,288.8111699698192,census
20,368,02743,SUB-DISTRICT,Jagannathpur,Urban,0,0,2,2504,11916,6100,5816,9.97,1195.1855566700099,census
20,368,02744,SUB-DISTRICT,Kumardungi,Total,60,0,0,11057,55352,27253,28099,294.01272238388253,188.26396201906104,census
20,368,02744,SUB-DISTRICT,Kumardungi,Rural,60,0,0,11057,55352,27253,28099,294.01272238388253,188.26396201906104,census
20,368,02744,SUB-DISTRICT,Kumardungi,Urban,0,0,0,0,0,0,0,0,0,census
20,368,02745,SUB-DISTRICT,Majhgaon,Total,88,0,0,14014,72616,35870,36746,284.5113576533163,255.23058411075556,census
20,368,02745,SUB-DISTRICT,Majhgaon,Rural,88,0,0,14014,72616,35870,36746,284.5113576533163,255.23058411075556,census
20,368,02745,SUB-DISTRICT,Majhgaon,Urban,0,0,0,0,0,0,0,0,0,census
20,369,00000,DISTRICT,Saraikela-Kharsawan,Total,1146,38,7,221232,1065056,544411,520645,2657.0037633799684,400.8485101448049,census
20,369,00000,DISTRICT,Saraikela-Kharsawan,Rural,1146,38,0,167591,806310,408848,397462,2587.7537633799684,311.5868331099812,census
20,369,00000,DISTRICT,Saraikela-Kharsawan,Urban,0,0,7,53641,258746,135563,123183,69.25,3736.4043321299637,census
20,369,02746,SUB-DISTRICT,Kuchai,Total,99,1,0,13405,64320,32443,31877,380.9307643831426,168.84958111523522,census
20,369,02746,SUB-DISTRICT,Kuchai,Rural,99,1,0,13405,64320,32443,31877,380.9307643831426,168.84958111523522,census
20,369,02746,SUB-DISTRICT,Kuchai,Urban,0,0,0,0,0,0,0,0,0,census
20,369,02747,SUB-DISTRICT,Kharsawan,Total,128,6,0,17664,88642,45001,43641,239.19149945660865,370.59009288112435,census
20,369,02747,SUB-DISTRICT,Kharsawan,Rural,128,6,0,17664,88642,45001,43641,239.19149945660865,370.59009288112435,census
20,369,02747,SUB-DISTRICT,Kharsawan,Urban,0,0,0,0,0,0,0,0,0,census
20,369,02748,SUB-DISTRICT,Chandil,Total,104,0,2,32088,157949,81000,76949,371.5645506861657,425.09168247701956,census
20,369,02748,SUB-DISTRICT,Chandil,Rural,104,0,0,23430,109854,56163,53691,363.7145506861657,302.03355843959207,census
20,369,02748,SUB-DISTRICT,Chandil,Urban,0,0,2,8658,48095,24837,23258,7.85,6126.751592356688,census
20,369,02749,SUB-DISTRICT,Ichagarh,Total,107,3,0,18673,83099,42391,40708,267.2174537450127,310.9789380722701,census
20,369,02749,SUB-DISTRICT,Ichagarh,Rural,107,3,0,18673,83099,42391,40708,267.2174537450127,310.9789380722701,census
20,369,02749,SUB-DISTRICT,Ichagarh,Urban,0,0,0,0,0,0,0,0,0,census
20,369,02750,SUB-DISTRICT,Kukru,Total,45,1,0,11784,52976,27069,25907,153.46260779115343,345.20461213649384,census
20,369,02750,SUB-DISTRICT,Kukru,Rural,45,1,0,11784,52976,27069,25907,153.46260779115343,345.20461213649384,census
20,369,02750,SUB-DISTRICT,Kukru,Urban,0,0,0,0,0,0,0,0,0,census
20,369,02751,SUB-DISTRICT,Nimdih,Total,62,3,0,16875,78639,40327,38312,228.69344840600607,343.8620587870533,census
20,369,02751,SUB-DISTRICT,Nimdih,Rural,62,3,0,16875,78639,40327,38312,228.69344840600607,343.8620587870533,census
20,369,02751,SUB-DISTRICT,Nimdih,Urban,0,0,0,0,0,0,0,0,0,census
20,369,02752,SUB-DISTRICT,Adityapur(Gamharia),Total,187,11,3,65423,309072,160931,148141,342.739041569971,901.7706257922829,census
20,369,02752,SUB-DISTRICT,Adityapur(Gamharia),Rural,187,11,0,24862,119055,60995,58060,288.979041569971,411.98489465947307,census
20,369,02752,SUB-DISTRICT,Adityapur(Gamharia),Urban,0,0,3,40561,190017,99936,90081,53.76,3534.542410714286,census
20,369,02753,SUB-DISTRICT,Saraikela,Total,168,5,2,19147,93759,47439,46320,262.17091288389213,357.62548548443715,census
20,369,02753,SUB-DISTRICT,Saraikela,Rural,168,5,0,14725,73125,36649,36476,254.53091288389214,287.29319818751054,census
20,369,02753,SUB-DISTRICT,Saraikela,Urban,0,0,2,4422,20634,10790,9844,7.64,2700.785340314136,census
20,369,02754,SUB-DISTRICT,Gobindpur(Rajnagar),Total,246,8,0,26173,136600,67810,68790,411.03348445801595,332.3330219194166,census
20,369,02754,SUB-DISTRICT,Gobindpur(Rajnagar),Rural,246,8,0,26173,136600,67810,68790,411.03348445801595,332.3330219194166,census
20,369,02754,SUB-DISTRICT,Gobindpur(Rajnagar),Urban,0,0,0,0,0,0,0,0,0,census
21,000,00000,STATE,ODISHA,Total,47675,3636,223,9637820,41974218,21212136,20762082,155707,269.57181115813677,census
21,000,00000,STATE,ODISHA,Rural,47675,3636,0,8089987,34970562,17586203,17384359,152355.34,229.53289330062208,census
21,000,00000,STATE,ODISHA,Urban,0,0,223,1547833,7003656,3625933,3377723,3351.66,2089.6081344766476,census
21,370,00000,DISTRICT,Bargarh,Total,1179,27,8,370308,1481255,749161,732094,5837,253.76991605276683,census
21,370,00000,DISTRICT,Bargarh,Rural,1179,27,0,336130,1331145,672603,658542,5759.09,231.1380791062477,census
21,370,00000,DISTRICT,Bargarh,Urban,0,0,8,34178,150110,76558,73552,77.91,1926.7103067642151,census
21,370,02755,SUB-DISTRICT,Paikamal,Total,101,3,0,22369,91916,45732,46184,594.3656025667659,154.64555755424112,census
21,370,02755,SUB-DISTRICT,Paikamal,Rural,101,3,0,22369,91916,45732,46184,594.3656025667659,154.64555755424112,census
21,370,02755,SUB-DISTRICT,Paikamal,Urban,0,0,0,0,0,0,0,0,0,census
21,370,02756,SUB-DISTRICT,Jharbandha,Total,104,3,0,25578,103676,51217,52459,635.427809708469,163.1593682491895,census
21,370,02756,SUB-DISTRICT,Jharbandha,Rural,104,3,0,25578,103676,51217,52459,635.427809708469,163.1593682491895,census
21,370,02756,SUB-DISTRICT,Jharbandha,Urban,0,0,0,0,0,0,0,0,0,census
21,370,02757,SUB-DISTRICT,Padmapur,Total,71,3,1,19586,81259,40861,40398,307.48980910832586,264.26566862699895,census
21,370,02757,SUB-DISTRICT,Padmapur,Rural,71,3,0,15756,63634,31873,31761,286.68980910832585,221.96115096632496,census
21,370,02757,SUB-DISTRICT,Padmapur,Urban,0,0,1,3830,17625,8988,8637,20.8,847.3557692307692,census
21,370,02758,SUB-DISTRICT,BurdenP.S.,Total,52,4,0,8561,33259,16441,16818,222.67075225630728,149.3640258677391,census
21,370,02758,SUB-DISTRICT,BurdenP.S.,Rural,52,4,0,8561,33259,16441,16818,222.67075225630728,149.3640258677391,census
21,370,02758,SUB-DISTRICT,BurdenP.S.,Urban,0,0,0,0,0,0,0,0,0,census
21,370,02759,SUB-DISTRICT,Gaisilet,Total,83,1,0,20996,77443,38755,38688,321.6988666528172,240.73134234438504,census
21,370,02759,SUB-DISTRICT,Gaisilet,Rural,83,1,0,20996,77443,38755,38688,321.6988666528172,240.73134234438504,census
21,370,02759,SUB-DISTRICT,Gaisilet,Urban,0,0,0,0,0,0,0,0,0,census
21,370,02760,SUB-DISTRICT,Melchhamunda,Total,73,2,0,18224,70239,35255,34984,288.06765459455715,243.82813856299964,census
21,370,02760,SUB-DISTRICT,Melchhamunda,Rural,73,2,0,18224,70239,35255,34984,288.06765459455715,243.82813856299964,census
21,370,02760,SUB-DISTRICT,Melchhamunda,Urban,0,0,0,0,0,0,0,0,0,census
21,370,02761,SUB-DISTRICT,Sohela,Total,92,0,1,27666,104566,52998,51568,444.7611199593749,235.10598230697684,census
21,370,02761,SUB-DISTRICT,Sohela,Rural,92,0,0,26042,97649,49414,48235,437.94111995937493,222.97289646849853,census
21,370,02761,SUB-DISTRICT,Sohela,Urban,0,0,1,1624,6917,3584,3333,6.82,1014.2228739002932,census
21,370,02762,SUB-DISTRICT,Bijepur,Total,108,1,1,28663,107374,54117,53257,322.18597511714336,333.2671447320448,census
21,370,02762,SUB-DISTRICT,Bijepur,Rural,108,1,0,26920,100452,50680,49772,316.51597511714334,317.3678673337814,census
21,370,02762,SUB-DISTRICT,Bijepur,Urban,0,0,1,1743,6922,3437,3485,5.67,1220.8112874779542,census
21,370,02763,SUB-DISTRICT,Barapali,Total,73,1,1,33101,128271,65595,62676,285.80830044087435,448.8008213971926,census
21,370,02763,SUB-DISTRICT,Barapali,Rural,73,1,0,28325,107421,55025,52396,271.65830044087437,395.42690146285395,census
21,370,02763,SUB-DISTRICT,Barapali,Urban,0,0,1,4776,20850,10570,10280,14.15,1473.4982332155478,census
21,370,02764,SUB-DISTRICT,Bheden,Total,97,1,0,31968,127400,65064,62336,370.62735729289295,343.74148991737957,census
21,370,02764,SUB-DISTRICT,Bheden,Rural,97,1,0,31968,127400,65064,62336,370.62735729289295,343.74148991737957,census
21,370,02764,SUB-DISTRICT,Bheden,Urban,0,0,0,0,0,0,0,0,0,census
21,370,02765,SUB-DISTRICT,Bargarh,Total,20,0,3,38108,164131,84475,79656,175.56632735498465,934.8660558817575,census
21,370,02765,SUB-DISTRICT,Bargarh,Rural,20,0,0,16992,71200,36892,34308,148.79632735498464,478.50643403407105,census
21,370,02765,SUB-DISTRICT,Bargarh,Urban,0,0,3,21116,92931,47583,45348,26.77,3471.460590212925,census
21,370,02766,SUB-DISTRICT,Bargarh Sadar ,Total,40,0,0,19712,78389,40097,38292,207.49784179304297,377.7822425651284,census
21,370,02766,SUB-DISTRICT,Bargarh Sadar ,Rural,40,0,0,19712,78389,40097,38292,207.49784179304297,377.7822425651284,census
21,370,02766,SUB-DISTRICT,Bargarh Sadar ,Urban,0,0,0,0,0,0,0,0,0,census
21,370,02767,SUB-DISTRICT,Bhatli,Total,83,0,1,21986,90321,45513,44808,426.70701474967115,211.66982701933566,census
21,370,02767,SUB-DISTRICT,Bhatli,Rural,83,0,0,20897,85456,43117,42339,423.00701474967116,202.02029049227826,census
21,370,02767,SUB-DISTRICT,Bhatli,Urban,0,0,1,1089,4865,2396,2469,3.7,1314.8648648648648,census
21,370,02768,SUB-DISTRICT,Ambabhona,Total,104,5,0,15310,65715,33096,32619,604.843616554717,108.64791857161828,census
21,370,02768,SUB-DISTRICT,Ambabhona,Rural,104,5,0,15310,65715,33096,32619,604.843616554717,108.64791857161828,census
21,370,02768,SUB-DISTRICT,Ambabhona,Urban,0,0,0,0,0,0,0,0,0,census
21,370,02769,SUB-DISTRICT,Attabira,Total,78,3,0,38480,157296,79945,77351,629.2819518500565,249.96108586549775,census
21,370,02769,SUB-DISTRICT,Attabira,Rural,78,3,0,38480,157296,79945,77351,629.2819518500565,249.96108586549775,census
21,370,02769,SUB-DISTRICT,Attabira,Urban,0,0,0,0,0,0,0,0,0,census
21,371,00000,DISTRICT,Jharsuguda,Total,347,4,5,136061,579505,296690,282815,2114,274.1272469252602,census
21,371,00000,DISTRICT,Jharsuguda,Rural,347,4,0,84287,348340,176162,172178,1955.41,178.14166849918942,census
21,371,00000,DISTRICT,Jharsuguda,Urban,0,0,5,51774,231165,120528,110637,158.59,1457.6265842739137,census
21,371,02770,SUB-DISTRICT,Rengali,Total,76,1,0,13923,60136,30461,29675,310.02677682755956,193.97034222449867,census
21,371,02770,SUB-DISTRICT,Rengali,Rural,76,1,0,13923,60136,30461,29675,310.02677682755956,193.97034222449867,census
21,371,02770,SUB-DISTRICT,Rengali,Urban,0,0,0,0,0,0,0,0,0,census
21,371,02771,SUB-DISTRICT,Lakhanpur,Total,33,1,0,7808,34228,17173,17055,368.124240228052,92.9794788270282,census
21,371,02771,SUB-DISTRICT,Lakhanpur,Rural,33,1,0,7808,34228,17173,17055,368.124240228052,92.9794788270282,census
21,371,02771,SUB-DISTRICT,Lakhanpur,Urban,0,0,0,0,0,0,0,0,0,census
21,371,02772,SUB-DISTRICT,Belpahar,Total,4,0,1,9675,42637,22098,20539,56.37129052519689,756.3601897838772,census
21,371,02772,SUB-DISTRICT,Belpahar,Rural,4,0,0,854,3644,1799,1845,14.721290525196892,247.53264625563546,census
21,371,02772,SUB-DISTRICT,Belpahar,Urban,0,0,1,8821,38993,20299,18694,41.65,936.2064825930372,census
21,371,02773,SUB-DISTRICT,Banaharapali,Total,30,0,1,10666,44039,22664,21375,220.45985408513314,199.75972579113576,census
21,371,02773,SUB-DISTRICT,Banaharapali,Rural,30,0,0,8233,34304,17472,16832,217.56985408513316,157.66890199125265,census
21,371,02773,SUB-DISTRICT,Banaharapali,Urban,0,0,1,2433,9735,5192,4543,2.89,3368.5121107266436,census
21,371,02774,SUB-DISTRICT,Orient,Total,1,0,1,17697,80706,42004,38702,47.199081992559314,1709.906137850793,census
21,371,02774,SUB-DISTRICT,Orient,Rural,1,0,0,66,303,168,135,5.759081992559317,52.61255186008349,census
21,371,02774,SUB-DISTRICT,Orient,Urban,0,0,1,17631,80403,41836,38567,41.44,1940.226833976834,census
21,371,02775,SUB-DISTRICT,Brajarajnagar,Total,32,0,1,6333,26484,13489,12995,114.36661351886748,231.57107817685653,census
21,371,02775,SUB-DISTRICT,Brajarajnagar,Rural,32,0,0,5360,22180,11220,10960,112.22661351886748,197.63583079401312,census
21,371,02775,SUB-DISTRICT,Brajarajnagar,Urban,0,0,1,973,4304,2269,2035,2.14,2011.214953271028,census
21,371,02776,SUB-DISTRICT,Jharsuguda,Total,16,0,1,28003,122817,63634,59183,142.51650963907815,861.7738415783056,census
21,371,02776,SUB-DISTRICT,Jharsuguda,Rural,16,0,0,6087,25087,12702,12385,72.04650963907815,348.2056261389347,census
21,371,02776,SUB-DISTRICT,Jharsuguda,Urban,0,0,1,21916,97730,50932,46798,70.47,1386.8312757201647,census
21,371,02777,SUB-DISTRICT,Badmal ,Total,23,0,0,6626,27566,14687,12879,84.36797603517418,326.7353478825586,census
21,371,02777,SUB-DISTRICT,Badmal ,Rural,23,0,0,6626,27566,14687,12879,84.36797603517418,326.7353478825586,census
21,371,02777,SUB-DISTRICT,Badmal ,Urban,0,0,0,0,0,0,0,0,0,census
21,371,02778,SUB-DISTRICT,Laikera,Total,91,1,0,24788,99157,49588,49569,637.1416437164806,155.62787486564528,census
21,371,02778,SUB-DISTRICT,Laikera,Rural,91,1,0,24788,99157,49588,49569,637.1416437164806,155.62787486564528,census
21,371,02778,SUB-DISTRICT,Laikera,Urban,0,0,0,0,0,0,0,0,0,census
21,371,02779,SUB-DISTRICT,Kolabira,Total,41,1,0,10542,41735,20892,20843,133.42601343189835,312.795075911504,census
21,371,02779,SUB-DISTRICT,Kolabira,Rural,41,1,0,10542,41735,20892,20843,133.42601343189835,312.795075911504,census
21,371,02779,SUB-DISTRICT,Kolabira,Urban,0,0,0,0,0,0,0,0,0,census
21,372,00000,DISTRICT,Sambalpur,Total,1229,84,6,249597,1041099,526877,514222,6624,157.1707427536232,census
21,372,00000,DISTRICT,Sambalpur,Rural,1229,84,0,179411,733006,368692,364314,6467.75,113.33245719144989,census
21,372,00000,DISTRICT,Sambalpur,Urban,0,0,6,70186,308093,158185,149908,156.25,1971.7952,census
21,372,02780,SUB-DISTRICT,Govindpur,Total,66,0,0,13890,59141,29416,29725,351.6621809686138,168.17560488620865,census
21,372,02780,SUB-DISTRICT,Govindpur,Rural,66,0,0,13890,59141,29416,29725,351.6621809686138,168.17560488620865,census
21,372,02780,SUB-DISTRICT,Govindpur,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02781,SUB-DISTRICT,Mahulpalli,Total,143,0,0,19295,76632,38019,38613,624.1982784902906,122.76868206901345,census
21,372,02781,SUB-DISTRICT,Mahulpalli,Rural,143,0,0,19295,76632,38019,38613,624.1982784902906,122.76868206901345,census
21,372,02781,SUB-DISTRICT,Mahulpalli,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02782,SUB-DISTRICT,Kochinda,Total,144,8,1,21517,81668,40808,40860,517.8876453481485,157.69443572089642,census
21,372,02782,SUB-DISTRICT,Kochinda,Rural,144,8,0,17590,66092,32971,33121,501.0476453481485,131.90761520109842,census
21,372,02782,SUB-DISTRICT,Kochinda,Urban,0,0,1,3927,15576,7837,7739,16.84,924.9406175771971,census
21,372,02783,SUB-DISTRICT,Katarbaga,Total,31,0,0,7716,29875,14975,14900,185.6041349089881,160.96085367197963,census
21,372,02783,SUB-DISTRICT,Katarbaga,Rural,31,0,0,7716,29875,14975,14900,185.6041349089881,160.96085367197963,census
21,372,02783,SUB-DISTRICT,Katarbaga,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02784,SUB-DISTRICT,Thelkoloi  ,Total,14,0,0,6779,26915,13788,13127,133.81955583217098,201.12904898410582,census
21,372,02784,SUB-DISTRICT,Thelkoloi  ,Rural,14,0,0,6779,26915,13788,13127,133.81955583217098,201.12904898410582,census
21,372,02784,SUB-DISTRICT,Thelkoloi  ,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02785,SUB-DISTRICT,Rengali ,Total,15,0,1,6456,26859,13782,13077,141.30106200309928,190.08349703281692,census
21,372,02785,SUB-DISTRICT,Rengali ,Rural,15,0,0,3927,15992,8199,7793,128.76106200309928,124.19903774648171,census
21,372,02785,SUB-DISTRICT,Rengali ,Urban,0,0,1,2529,10867,5583,5284,12.54,866.5869218500798,census
21,372,02786,SUB-DISTRICT,Sasan,Total,61,2,0,15386,63790,32399,31391,273.87544408094794,232.91609882756018,census
21,372,02786,SUB-DISTRICT,Sasan,Rural,61,2,0,15386,63790,32399,31391,273.87544408094794,232.91609882756018,census
21,372,02786,SUB-DISTRICT,Sasan,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02787,SUB-DISTRICT,Hirakud,Total,3,3,1,8626,37887,19566,18321,125.20797600185767,302.5925440998893,census
21,372,02787,SUB-DISTRICT,Hirakud,Rural,3,3,0,1663,7680,3868,3812,114.07797600185768,67.32237254871121,census
21,372,02787,SUB-DISTRICT,Hirakud,Urban,0,0,1,6963,30207,15698,14509,11.13,2714.0161725067383,census
21,372,02788,SUB-DISTRICT,Burla,Total,34,2,1,19612,85814,43600,42214,210.1309187756398,408.3834996772893,census
21,372,02788,SUB-DISTRICT,Burla,Rural,34,2,0,9193,39116,19931,19185,181.5109187756398,215.50218721745392,census
21,372,02788,SUB-DISTRICT,Burla,Urban,0,0,1,10419,46698,23669,23029,28.62,1631.6561844863731,census
21,372,02789,SUB-DISTRICT,Dhanupali,Total,4,0,0,1857,7727,3996,3731,12.52498305818349,616.9269821847291,census
21,372,02789,SUB-DISTRICT,Dhanupali,Rural,4,0,0,1857,7727,3996,3731,12.52498305818349,616.9269821847291,census
21,372,02789,SUB-DISTRICT,Dhanupali,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02790,SUB-DISTRICT,Ainthapali,Total,8,0,0,2927,12627,6318,6309,23.469955722226874,538.0069800490414,census
21,372,02790,SUB-DISTRICT,Ainthapali,Rural,8,0,0,2927,12627,6318,6309,23.469955722226874,538.0069800490414,census
21,372,02790,SUB-DISTRICT,Ainthapali,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02791,SUB-DISTRICT,Sadar,Total,42,0,0,11404,46660,23677,22983,123.93,376.5028645202937,census
21,372,02791,SUB-DISTRICT,Sadar,Rural,42,0,0,11404,46660,23677,22983,123.93,376.5028645202937,census
21,372,02791,SUB-DISTRICT,Sadar,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02792,SUB-DISTRICT,Jamankira,Total,148,7,0,14649,59250,29528,29722,684.6362919773983,86.5423009184503,census
21,372,02792,SUB-DISTRICT,Jamankira,Rural,148,7,0,14649,59250,29528,29722,684.6362919773983,86.5423009184503,census
21,372,02792,SUB-DISTRICT,Jamankira,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02793,SUB-DISTRICT,Kisinda,Total,73,17,0,4713,20460,10262,10198,517.0610173935983,39.569797976909555,census
21,372,02793,SUB-DISTRICT,Kisinda,Rural,73,17,0,4713,20460,10262,10198,517.0610173935983,39.569797976909555,census
21,372,02793,SUB-DISTRICT,Kisinda,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02794,SUB-DISTRICT,Jujomura,Total,89,5,0,13483,57271,28942,28329,610.469976257762,93.81460551275032,census
21,372,02794,SUB-DISTRICT,Jujomura,Rural,89,5,0,13483,57271,28942,28329,610.469976257762,93.81460551275032,census
21,372,02794,SUB-DISTRICT,Jujomura,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02795,SUB-DISTRICT,Dhama,Total,67,2,0,11373,44579,22651,21928,281.97430530654026,158.09596534527222,census
21,372,02795,SUB-DISTRICT,Dhama,Rural,67,2,0,11373,44579,22651,21928,281.97430530654026,158.09596534527222,census
21,372,02795,SUB-DISTRICT,Dhama,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02796,SUB-DISTRICT,Charamal,Total,98,6,0,7268,29526,14876,14650,503.68847909087606,58.61956591362274,census
21,372,02796,SUB-DISTRICT,Charamal,Rural,98,6,0,7268,29526,14876,14650,503.68847909087606,58.61956591362274,census
21,372,02796,SUB-DISTRICT,Charamal,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02797,SUB-DISTRICT,Rairakhol,Total,122,20,1,12920,55502,28064,27438,779.1543972109585,71.23363507755789,census
21,372,02797,SUB-DISTRICT,Rairakhol,Rural,122,20,0,9363,40123,20126,19997,741.7843972109584,54.0898408632735,census
21,372,02797,SUB-DISTRICT,Rairakhol,Urban,0,0,1,3557,15379,7938,7441,37.37,411.53331549371154,census
21,372,02798,SUB-DISTRICT,Naktideul,Total,67,12,0,6935,29550,14750,14800,473.6578179572198,62.38680937948526,census
21,372,02798,SUB-DISTRICT,Naktideul,Rural,67,12,0,6935,29550,14750,14800,473.6578179572198,62.38680937948526,census
21,372,02798,SUB-DISTRICT,Naktideul,Urban,0,0,0,0,0,0,0,0,0,census
21,372,02799,SUB-DISTRICT,Sambalpur (M),Total,0,0,1,42791,189366,97460,91906,49.75,3806.35175879397,census
21,372,02799,SUB-DISTRICT,Sambalpur (M),Rural,0,0,0,0,0,0,0,0,0,census
21,372,02799,SUB-DISTRICT,Sambalpur (M),Urban,0,0,1,42791,189366,97460,91906,49.75,3806.35175879397,census
21,373,00000,DISTRICT,Debagarh,Total,718,160,1,75452,312520,158230,154290,2940,106.29931972789116,census
21,373,00000,DISTRICT,Debagarh,Rural,718,160,0,70058,290130,146666,143464,2915.87,99.50032065901429,census
21,373,00000,DISTRICT,Debagarh,Urban,0,0,1,5394,22390,11564,10826,24.13,927.8905926232906,census
21,373,02800,SUB-DISTRICT,Debagarh,Total,202,14,1,26132,107906,54607,53299,1016.5650220733803,106.1476616418648,census
21,373,02800,SUB-DISTRICT,Debagarh,Rural,202,14,0,20738,85516,43043,42473,992.4350220733803,86.16785794332536,census
